Stations_id,Bezugszeitraum,Jan.,Feb.,März,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr
2937,1981-2010,46,36,40,35,48,61,71,52,46,45,46,43,569
2938,1981-2010,64,51,60,46,61,67,65,54,57,49,58,73,706
2939,1981-2010,62,54,66,59,75,88,105,100,67,51,67,69,861
2943,1981-2010,105,100,135,120,154,196,212,205,148,105,130,131,1741
2945,1981-2010,100,92,127,114,146,187,213,205,139,94,123,112,1651
2946,1981-2010,93,94,126,119,152,193,212,199,143,96,123,109,1658
2947,1981-2010,114,87,95,66,80,80,90,92,87,89,97,112,1089
2948,1981-2010,130,97,106,75,82,86,86,85,92,103,102,129,1173
2950,1981-2010,63,46,50,42,59,64,70,73,66,61,58,64,714
2951,1981-2010,53,42,47,38,52,62,68,61,48,45,49,50,615
2953,1981-2010,128,112,110,88,109,104,109,86,84,114,112,151,1306
2956,1981-2010,49,40,47,35,53,55,62,61,46,42,46,53,591
2965,1981-2010,40,40,44,49,67,68,82,68,53,44,56,53,665
2968,1981-2010,66,54,60,52,69,81,80,76,74,66,69,72,817
2969,1981-2010,67,54,62,58,62,85,71,66,70,72,70,75,813
2970,1981-2010,94,73,82,67,76,100,89,79,97,92,89,103,1043
2975,1981-2010,48,39,49,43,61,62,72,48,57,60,53,57,647
2976,1981-2010,87,69,86,61,70,84,94,86,85,72,92,98,985
2981,1981-2010,76,52,55,44,56,58,60,51,62,59,61,75,709
2982,1981-2010,63,49,55,51,63,70,82,63,68,63,63,67,757
2983,1981-2010,58,46,51,47,61,66,80,55,63,58,59,64,709
2984,1981-2010,100,69,80,62,81,80,90,78,76,71,85,94,964
2986,1981-2010,62,45,55,45,52,66,66,71,55,59,55,69,701
2988,1981-2010,47,41,51,43,59,68,65,59,59,51,57,57,658
2992,1981-2010,46,44,51,50,63,75,86,67,58,44,57,56,696
2995,1981-2010,49,37,42,35,47,65,56,53,47,36,42,53,560
2996,1981-2010,81,72,79,65,84,78,78,73,62,77,72,87,908
2997,1981-2010,43,36,41,35,58,50,62,65,46,33,44,49,561
2999,1981-2010,77,56,64,45,61,73,74,79,76,70,74,78,827
3002,1981-2010,67,47,58,44,55,80,80,71,67,63,60,69,760
3010,1981-2010,80,77,92,110,137,171,185,160,146,106,114,99,1478
3011,1981-2010,74,51,60,44,53,76,84,72,75,82,69,72,812
3012,1981-2010,131,107,121,66,89,114,137,124,103,96,113,153,1353
3014,1981-2010,120,91,107,74,83,101,106,87,106,102,111,125,1212
3015,1981-2010,42,37,44,38,56,58,65,63,44,35,44,50,576
3017,1981-2010,90,89,104,70,93,86,92,83,84,100,94,104,1087
3018,1981-2010,108,94,104,81,98,87,100,80,95,105,105,118,1174
3022,1981-2010,44,36,40,36,44,56,61,55,43,37,42,48,541
3023,1981-2010,75,53,67,45,58,71,78,68,74,69,69,73,800
3025,1981-2010,40,32,39,30,52,51,55,59,42,32,40,45,518
3028,1981-2010,86,61,79,59,69,81,89,89,87,73,87,92,951
3029,1981-2010,63,48,66,50,61,78,77,67,69,65,65,70,779
3030,1981-2010,62,46,64,49,66,77,78,73,69,66,64,69,782
3031,1981-2010,65,52,70,52,67,78,85,76,72,66,72,70,826
3032,1981-2010,54,41,45,32,40,54,57,85,81,89,76,65,717
3033,1981-2010,68,52,62,53,67,85,92,57,72,62,69,73,812
3034,1981-2010,79,68,71,55,68,73,88,78,66,65,76,85,871
3036,1981-2010,47,33,44,31,56,57,53,64,53,36,44,50,569
3040,1981-2010,51,50,58,47,72,73,72,63,55,66,55,63,725
3047,1981-2010,54,48,60,66,106,93,83,93,80,80,64,77,902
3055,1981-2010,113,88,92,63,77,84,92,67,90,92,101,118,1075
3059,1981-2010,67,59,70,61,93,88,97,83,66,66,68,76,893
3061,1981-2010,70,66,80,63,100,96,102,88,70,80,76,85,975
3064,1981-2010,41,38,52,43,64,57,71,59,55,41,54,56,631
3065,1981-2010,156,130,145,95,116,96,107,94,97,140,131,170,1476
3070,1981-2010,39,34,42,35,58,51,61,65,45,32,45,47,553
3080,1981-2010,77,62,65,59,72,73,89,73,64,64,75,81,853
3081,1981-2010,57,42,48,39,54,59,62,71,58,56,54,59,659
3090,1981-2010,50,42,46,38,51,64,67,66,53,48,53,57,635
3091,1981-2010,57,46,48,39,52,58,69,65,52,48,51,56,640
3093,1981-2010,45,34,43,33,50,54,61,58,45,43,42,45,551
3106,1981-2010,65,50,59,45,56,67,73,69,65,59,60,68,736
3107,1981-2010,58,42,46,40,53,66,75,63,62,60,54,57,676
3109,1981-2010,33,31,40,42,47,54,72,59,42,32,44,43,540
3110,1981-2010,41,34,47,42,58,60,71,69,47,38,47,49,601
3113,1981-2010,90,78,90,75,90,74,88,79,82,75,87,103,1009
3114,1981-2010,41,37,40,34,56,64,71,58,45,34,42,46,565
3115,1981-2010,68,56,60,47,68,82,89,71,62,65,63,75,804
3116,1981-2010,70,52,62,56,65,71,74,71,65,58,61,74,778
3120,1981-2010,76,52,68,49,58,71,69,63,62,59,70,82,778
3121,1981-2010,69,57,68,53,74,81,90,82,68,61,71,77,852
3122,1981-2010,79,67,74,55,75,84,94,80,71,67,74,83,904
3124,1981-2010,40,33,39,30,53,56,56,57,48,33,42,47,536
3126,1981-2010,36,29,39,32,53,59,53,57,45,35,40,43,520
3130,1981-2010,130,115,140,130,166,199,209,181,161,128,147,152,1857
3136,1981-2010,51,42,48,43,59,60,68,51,57,56,52,62,648
3137,1981-2010,44,43,47,43,57,59,68,48,52,55,49,55,620
3143,1981-2010,51,43,50,35,54,69,61,61,49,46,50,56,626
3146,1981-2010,53,42,48,39,49,62,68,64,48,47,49,56,624
3153,1981-2010,43,40,53,45,74,86,97,93,63,50,53,59,757
3154,1981-2010,67,48,58,41,55,64,72,67,64,60,62,71,728
3155,1981-2010,101,71,82,60,72,68,67,65,77,83,78,106,931
3156,1981-2010,52,44,48,37,54,68,66,58,50,48,50,53,627
3158,1981-2010,30,27,29,31,46,51,63,61,43,28,33,35,476
3167,1981-2010,112,90,106,70,86,91,103,87,100,96,107,116,1163
3169,1981-2010,171,123,140,86,89,109,120,97,124,129,138,170,1495
3174,1981-2010,52,52,66,75,106,106,117,99,91,74,72,72,981
3176,1981-2010,44,43,54,50,84,76,73,74,58,61,52,56,724
3177,1981-2010,62,53,61,46,65,80,86,81,64,51,64,69,782
3178,1981-2010,50,41,50,47,69,65,66,60,57,52,59,61,678
3179,1981-2010,49,47,59,47,62,73,76,61,61,64,57,65,721
3180,1981-2010,43,41,52,45,66,71,74,56,59,56,55,57,676
3182,1981-2010,46,45,56,48,65,73,78,64,58,61,56,60,709
3183,1981-2010,53,53,63,49,65,73,75,56,59,65,60,66,737
3184,1981-2010,55,54,67,71,105,128,123,112,97,73,71,71,1026
3185,1981-2010,67,59,62,45,63,65,65,54,55,62,60,76,731
3188,1981-2010,69,55,65,43,61,71,85,76,62,60,62,71,780
3189,1981-2010,86,77,95,83,115,152,149,138,109,81,87,99,1269
3190,1981-2010,69,67,88,77,123,162,168,147,111,77,87,89,1264
3191,1981-2010,72,52,59,41,61,71,87,72,63,65,61,77,779
3192,1981-2010,122,112,158,117,166,207,246,236,168,116,132,135,1915
3193,1981-2010,134,121,165,134,165,219,260,241,182,118,140,155,2033
3194,1981-2010,53,43,47,34,59,68,65,66,60,51,58,59,662
3196,1981-2010,58,45,53,40,55,64,69,58,52,50,52,58,654
3197,1981-2010,58,47,51,44,64,64,73,54,58,56,57,65,693
3201,1981-2010,79,64,74,56,69,74,78,73,77,66,80,80,871
3202,1981-2010,57,51,59,49,60,69,70,67,65,55,63,66,732
3203,1981-2010,61,41,52,42,50,66,71,60,57,55,53,61,670
3204,1981-2010,57,55,60,59,70,60,76,70,57,50,63,66,742
3207,1981-2010,58,47,52,43,58,59,72,57,57,58,57,67,684
3208,1981-2010,135,104,111,74,85,87,108,84,100,101,112,146,1245
3211,1981-2010,122,100,134,70,91,109,112,108,103,100,113,141,1301
3213,1981-2010,41,39,50,47,64,66,79,58,49,41,54,49,636
3215,1981-2010,85,63,73,49,60,63,62,53,72,71,77,92,820
3217,1981-2010,82,60,67,42,55,80,81,93,90,105,87,87,930
3220,1981-2010,76,56,61,51,68,72,83,68,70,65,73,84,825
3222,1981-2010,64,45,56,47,61,73,65,70,66,58,58,69,732
3224,1981-2010,36,35,44,44,60,67,79,67,54,41,53,48,627
3225,1981-2010,95,74,82,60,69,72,64,67,74,80,81,98,915
3226,1981-2010,31,29,42,37,55,60,60,50,46,33,42,43,527
3231,1981-2010,53,42,51,42,59,63,68,54,57,54,58,61,661
3232,1981-2010,59,45,51,46,56,65,67,49,58,55,57,64,671
3241,1981-2010,60,42,49,43,56,60,67,49,58,53,54,67,658
3243,1981-2010,59,44,52,45,60,74,84,56,65,58,59,63,719
3244,1981-2010,48,46,63,69,101,125,124,117,86,66,65,70,981
3247,1981-2010,44,41,47,59,93,110,99,75,70,62,59,65,825
3249,1981-2010,114,87,97,65,73,78,86,68,84,93,101,118,1064
3250,1981-2010,49,43,54,47,65,85,91,76,63,54,56,59,742
3251,1981-2010,46,43,55,48,74,90,90,81,65,53,55,61,760
3252,1981-2010,75,52,67,45,56,68,81,64,75,71,67,79,799
3253,1981-2010,218,189,193,112,148,133,138,132,131,187,178,255,2015
3257,1981-2010,63,58,67,52,68,69,76,55,58,67,59,72,764
3258,1981-2010,55,47,59,61,102,102,113,104,75,61,64,68,910
3259,1981-2010,29,28,38,38,50,56,69,50,41,30,41,41,511
3260,1981-2010,39,37,48,48,69,65,85,72,56,43,57,49,667
3262,1981-2010,52,45,52,52,83,83,96,79,70,62,57,60,792
3263,1981-2010,84,68,68,55,67,63,71,64,67,82,76,94,859
3264,1981-2010,94,75,84,62,76,88,91,88,88,77,92,96,1010
3265,1981-2010,75,72,85,64,82,81,87,75,74,80,82,91,949
3266,1981-2010,52,50,63,50,71,67,72,56,58,64,56,66,724
3271,1981-2010,82,71,80,54,84,89,104,100,81,68,76,96,984
3272,1981-2010,33,33,41,35,61,50,62,53,47,49,44,43,550
3273,1981-2010,99,78,83,67,74,78,84,74,81,94,85,105,1001
3276,1981-2010,93,71,82,64,79,95,92,83,82,88,93,99,1022
3278,1981-2010,54,47,57,67,102,99,101,89,68,65,59,64,872
3279,1981-2010,36,34,46,42,60,62,78,71,52,37,52,45,614
3280,1981-2010,41,32,41,31,51,64,55,55,44,39,40,45,540
3281,1981-2010,58,44,51,44,63,69,82,60,59,59,55,62,705
3282,1981-2010,58,48,56,52,69,65,83,58,64,60,61,67,741
3284,1981-2010,82,72,84,58,83,68,85,65,69,77,73,96,910
3288,1981-2010,58,57,68,73,105,117,121,111,94,72,72,75,1021
3289,1981-2010,36,37,49,46,67,77,78,71,58,40,53,50,662
3290,1981-2010,49,39,47,39,45,54,62,54,44,42,46,55,577
3291,1981-2010,62,57,64,47,73,58,72,58,54,61,56,71,733
3292,1981-2010,53,40,47,35,56,68,59,71,59,50,54,55,647
3293,1981-2010,54,54,64,68,97,128,136,111,88,71,70,69,1009
3294,1981-2010,54,48,56,48,70,87,84,77,60,62,60,69,773
3295,1981-2010,69,52,60,45,57,69,68,79,64,62,62,69,757
3297,1981-2010,50,39,46,33,55,62,53,54,48,42,44,49,575
3301,1981-2010,53,48,56,47,73,70,78,63,59,63,58,63,729
3304,1981-2010,36,30,41,39,53,58,59,44,46,38,43,48,535
3307,1981-2010,73,72,104,95,139,181,190,188,117,82,87,85,1411
3308,1981-2010,45,40,44,34,51,59,60,53,48,41,47,45,566
3311,1981-2010,51,41,45,39,50,57,57,59,46,38,47,58,587
3314,1981-2010,37,30,40,34,49,58,52,55,42,34,38,49,519
3316,1981-2010,80,65,77,58,74,82,85,85,80,73,77,82,917
3319,1981-2010,54,49,63,49,74,66,75,59,59,58,57,63,726
3321,1981-2010,68,52,64,47,71,74,75,64,70,65,66,72,787
3322,1981-2010,31,30,43,45,65,59,67,57,46,38,47,40,567
3327,1981-2010,69,51,64,49,65,72,68,73,66,66,67,72,780
3328,1981-2010,74,54,67,51,67,72,66,71,72,66,68,75,801
3329,1981-2010,65,56,61,54,69,64,63,58,65,62,59,72,747
3333,1981-2010,72,49,61,44,60,72,87,73,63,64,67,68,779
3337,1981-2010,143,123,117,90,89,88,105,90,108,106,116,145,1318
3339,1981-2010,141,119,122,87,90,91,108,91,101,110,124,148,1332
3341,1981-2010,52,48,67,68,106,116,121,105,83,67,68,67,967
3342,1981-2010,68,51,63,43,59,79,80,75,78,77,78,74,824
3343,1981-2010,56,46,56,53,79,93,113,91,74,59,60,66,847
3346,1981-2010,81,53,66,47,55,64,68,59,63,65,68,80,769
3347,1981-2010,92,62,74,55,62,69,69,65,69,71,74,91,853
3350,1981-2010,127,96,108,69,80,92,90,85,97,103,113,131,1192
3354,1981-2010,92,68,73,61,77,81,88,67,74,85,79,95,940
3356,1981-2010,90,77,88,61,89,72,85,70,70,92,78,98,968
3358,1981-2010,50,43,51,40,58,67,76,75,51,41,52,53,653
3364,1981-2010,36,34,45,47,65,55,69,55,50,40,46,45,587
3365,1981-2010,45,36,47,40,57,51,68,65,43,36,47,51,585
3366,1981-2010,51,45,63,51,86,100,110,99,73,58,57,61,855
3369,1981-2010,71,52,62,51,56,73,78,70,63,64,63,73,774
3371,1981-2010,54,50,60,51,72,81,91,76,63,60,62,66,786
3372,1981-2010,45,46,53,51,68,76,86,73,60,44,64,61,727
3376,1981-2010,45,35,42,35,55,61,62,61,43,36,43,47,563
3379,1981-2010,48,46,65,65,101,118,122,115,75,65,61,65,944
3381,1981-2010,57,53,70,68,109,115,136,119,90,68,74,74,1034
3395,1981-2010,72,55,69,49,66,73,78,67,73,61,74,81,817
3396,1981-2010,69,53,63,49,63,73,80,65,66,58,67,76,781
3397,1981-2010,83,61,72,52,66,73,70,74,65,67,72,88,843
3399,1981-2010,67,51,55,46,60,61,78,58,59,59,64,76,734
3402,1981-2010,65,59,71,68,101,104,103,90,70,72,70,80,951
3405,1981-2010,75,53,63,46,55,66,67,63,67,65,67,78,764
3407,1981-2010,52,51,57,54,64,68,62,68,61,51,51,54,690
3408,1981-2010,58,53,58,62,72,76,66,64,67,56,56,59,746
3409,1981-2010,52,45,58,62,98,106,119,98,86,68,63,65,920
3410,1981-2010,45,38,47,49,69,66,62,56,56,52,46,51,636
3412,1981-2010,72,73,88,93,131,115,114,109,109,108,92,105,1210
3413,1981-2010,43,38,44,39,61,57,62,52,51,51,47,50,595
3415,1981-2010,74,76,84,63,78,103,111,107,97,71,93,97,1054
3416,1981-2010,69,65,73,55,76,76,79,63,62,77,68,80,842
3418,1981-2010,43,39,45,53,94,97,92,83,66,61,53,56,781
3419,1981-2010,36,37,44,47,65,70,78,63,52,40,51,45,628
3420,1981-2010,80,59,67,51,56,77,76,70,66,66,68,84,819
3423,1981-2010,78,58,61,48,65,72,90,63,66,60,68,84,813
3424,1981-2010,56,55,85,90,121,166,169,158,114,76,82,70,1241
3426,1981-2010,46,42,47,41,58,57,80,77,46,40,51,52,637
3427,1981-2010,50,43,52,45,54,61,70,67,50,40,56,60,646
3429,1981-2010,63,51,56,40,66,77,89,68,60,58,59,71,759
3430,1981-2010,31,26,37,37,54,55,59,57,45,32,37,38,507
3434,1981-2010,84,63,69,55,65,80,85,80,74,73,74,89,891
3435,1981-2010,50,47,55,48,86,86,104,87,70,57,58,65,816
3436,1981-2010,41,36,47,46,58,60,79,77,56,42,53,52,648
3438,1981-2010,55,46,54,46,74,73,87,77,56,56,55,65,744
3442,1981-2010,47,42,44,41,61,64,70,50,54,56,47,57,633
3443,1981-2010,57,40,54,42,65,67,62,53,66,54,59,60,678
3445,1981-2010,47,36,43,34,49,52,60,57,47,34,45,53,557
3450,1981-2010,54,52,62,53,81,80,78,75,63,72,62,70,801
3455,1981-2010,80,70,87,94,123,123,119,101,93,90,90,93,1163
3456,1981-2010,40,35,43,41,54,56,54,49,41,34,40,44,531
3460,1981-2010,60,54,61,53,78,81,98,77,67,65,65,72,832
3462,1981-2010,73,61,73,56,93,90,93,73,66,70,73,84,904
3464,1981-2010,111,105,126,106,155,186,191,178,142,97,116,123,1636
3465,1981-2010,126,101,107,70,91,87,98,100,104,100,114,131,1229
3469,1981-2010,49,39,44,37,53,66,67,63,56,49,53,54,629
3471,1981-2010,40,35,38,39,55,54,62,61,42,31,41,48,544
3473,1981-2010,54,41,51,32,57,59,62,57,51,49,48,58,620
3474,1981-2010,56,49,55,49,67,63,65,58,61,63,57,65,708
3476,1981-2010,55,45,55,44,65,81,89,79,64,55,55,61,748
3482,1981-2010,48,40,44,36,52,67,67,70,58,47,52,51,633
3487,1981-2010,72,56,62,46,56,56,59,54,52,49,56,73,691
3490,1981-2010,47,44,54,51,66,65,66,67,59,50,51,51,671
3491,1981-2010,95,74,92,63,71,83,98,77,83,84,90,113,1022
3494,1981-2010,54,50,56,44,66,68,77,61,58,60,58,64,716
3496,1981-2010,79,52,61,44,55,73,67,69,64,67,64,77,773
3497,1981-2010,71,57,66,50,67,73,95,73,73,63,74,78,840
3499,1981-2010,113,93,97,64,74,82,99,88,95,85,99,112,1102
3500,1981-2010,58,55,65,52,74,72,81,65,57,71,60,72,781
3501,1981-2010,66,47,58,51,70,61,72,55,65,58,64,68,735
3509,1981-2010,49,39,49,33,59,67,55,57,49,45,44,50,594
3511,1981-2010,42,35,39,33,55,61,63,55,44,34,40,44,546
3515,1981-2010,55,40,47,40,54,63,77,60,52,49,49,53,637
3516,1981-2010,83,64,68,49,68,78,87,63,71,73,73,90,867
3522,1981-2010,89,64,73,49,69,64,78,66,70,75,77,93,867
3526,1981-2010,61,47,55,45,68,82,85,79,66,67,56,67,777
3527,1981-2010,63,53,64,53,79,71,79,69,69,65,68,67,800
3530,1981-2010,74,54,60,47,68,81,82,65,68,68,65,77,810
3533,1981-2010,39,42,50,47,65,77,81,85,59,45,57,50,697
3535,1981-2010,58,48,63,46,81,95,102,95,73,59,59,68,846
3537,1981-2010,77,59,67,46,63,80,88,77,78,82,74,81,871
3539,1981-2010,65,48,58,45,70,89,91,74,68,67,56,75,805
3544,1981-2010,112,80,97,64,76,82,89,76,91,89,92,109,1057
3547,1981-2010,106,96,108,68,92,77,88,74,79,100,96,118,1102
3549,1981-2010,142,124,132,80,99,117,138,125,104,99,116,151,1427
3550,1981-2010,113,92,106,68,89,116,135,112,91,87,93,121,1224
3551,1981-2010,40,41,51,57,87,77,79,70,71,73,55,58,758
3552,1981-2010,44,34,40,31,51,59,52,52,44,39,42,46,535
3553,1981-2010,54,48,57,58,88,102,110,95,78,67,62,69,888
3554,1981-2010,135,104,106,65,81,103,119,108,94,88,97,144,1243
3555,1981-2010,65,53,60,50,66,74,75,72,62,66,68,72,782
3558,1981-2010,64,48,60,45,58,66,64,71,62,59,60,67,724
3559,1981-2010,59,45,50,38,53,63,72,71,65,59,54,63,690
3560,1981-2010,61,46,48,39,57,58,71,47,54,56,59,72,667
3561,1981-2010,63,45,57,45,74,60,70,60,62,59,57,63,715
3564,1981-2010,55,44,51,42,51,65,70,63,52,50,52,58,653
3566,1981-2010,52,49,59,47,65,74,71,55,61,61,56,63,713
3568,1981-2010,49,37,42,32,47,61,57,51,46,40,42,50,554
3570,1981-2010,90,66,80,52,66,69,76,64,75,68,82,95,883
3571,1981-2010,73,56,64,46,72,77,82,72,68,65,70,78,822
3572,1981-2010,86,64,67,49,66,74,88,67,74,69,78,96,876
3573,1981-2010,33,34,44,44,68,72,85,67,58,40,56,48,648
3574,1981-2010,62,48,56,39,70,76,92,69,63,60,57,71,762
3578,1981-2010,47,40,48,38,62,74,85,77,53,51,51,57,681
3579,1981-2010,33,27,33,27,54,59,59,52,40,30,35,35,483
3580,1981-2010,34,28,36,33,58,52,62,53,52,30,47,40,525
3584,1981-2010,81,66,71,59,69,74,75,62,74,84,77,92,883
3589,1981-2010,46,40,45,40,65,61,72,61,53,57,52,56,647
3600,1981-2010,50,41,51,39,64,64,80,79,55,44,54,57,678
3605,1981-2010,45,36,44,45,80,77,95,77,59,57,54,56,725
3607,1981-2010,49,43,54,48,79,93,99,86,67,53,55,61,785
3610,1981-2010,97,70,83,52,64,69,79,81,76,71,81,96,918
3612,1981-2010,71,51,61,46,55,67,72,75,59,66,65,74,762
3615,1981-2010,52,39,46,37,50,74,70,68,64,55,52,54,660
3616,1981-2010,101,79,90,66,77,86,90,77,91,83,89,102,1030
3617,1981-2010,56,50,58,47,73,83,91,83,62,57,56,65,781
3620,1981-2010,53,47,57,49,62,63,87,87,62,46,65,63,741
3621,1981-2010,43,36,43,38,75,80,81,66,52,51,46,52,662
3628,1981-2010,71,53,64,44,56,81,80,78,98,88,86,80,879
3631,1981-2010,59,46,53,35,44,59,77,80,79,81,75,65,752
3635,1981-2010,110,87,83,56,66,88,94,74,81,85,89,120,1033
3636,1981-2010,55,38,50,37,56,61,64,51,47,39,52,58,608
3638,1981-2010,76,57,64,47,55,99,84,80,98,95,84,87,926
3640,1981-2010,77,54,68,48,61,78,76,70,76,72,73,83,838
3644,1981-2010,60,44,53,42,63,59,67,57,57,54,53,60,670
3645,1981-2010,54,37,47,33,47,68,69,66,77,84,65,63,711
3646,1981-2010,47,34,39,28,39,56,66,62,69,75,60,56,630
3649,1981-2010,61,41,53,44,57,67,71,60,58,55,55,64,687
3650,1981-2010,62,44,60,45,71,73,74,68,62,53,66,66,745
3655,1981-2010,71,48,58,40,51,69,79,65,73,86,66,68,773
3667,1981-2010,55,51,60,51,75,75,91,71,61,60,61,68,778
3668,1981-2010,42,36,47,40,61,66,80,64,50,53,47,51,637
3670,1981-2010,44,41,48,43,63,63,74,56,54,55,51,53,644
3673,1981-2010,70,48,57,47,55,70,75,68,60,65,61,71,747
3677,1981-2010,80,74,113,95,130,188,197,192,124,89,97,88,1466
3681,1981-2010,76,60,68,54,67,76,84,63,71,70,80,84,852
3682,1981-2010,59,48,61,48,95,101,114,106,82,62,64,67,908
3683,1981-2010,62,57,66,54,76,76,99,99,63,56,72,73,853
3685,1981-2010,46,48,58,47,63,67,67,56,56,61,55,60,684
3686,1981-2010,98,66,69,53,65,62,69,53,68,70,76,98,847
3687,1981-2010,48,41,46,49,81,82,91,78,65,61,52,59,752
3689,1981-2010,89,82,101,94,124,151,154,137,114,86,102,108,1343
3693,1981-2010,55,43,52,50,75,78,96,79,66,64,58,64,779
3700,1981-2010,91,74,82,64,79,75,86,77,74,86,87,108,982
3703,1981-2010,63,63,77,61,78,75,78,65,67,71,68,79,843
3704,1981-2010,89,81,84,75,99,83,90,72,71,83,83,99,1010
3707,1981-2010,86,69,81,65,85,98,117,110,80,75,72,94,1031
3711,1981-2010,62,59,83,75,122,145,170,148,103,76,84,80,1206
3713,1981-2010,92,80,86,68,94,86,88,77,67,87,79,98,1001
3714,1981-2010,144,127,160,133,172,202,214,208,163,137,155,165,1978
3722,1981-2010,51,44,60,63,92,104,109,107,75,64,60,64,895
3723,1981-2010,53,46,51,41,74,84,93,83,62,53,55,64,759
3724,1981-2010,108,89,96,79,82,86,98,80,98,82,103,120,1119
3729,1981-2010,114,108,147,124,163,204,219,186,158,126,141,147,1836
3730,1981-2010,120,109,140,110,145,191,214,208,148,106,123,127,1742
3732,1981-2010,47,40,48,43,50,58,68,67,47,38,51,57,613
3734,1981-2010,57,60,73,58,89,83,86,71,64,76,64,76,858
3736,1981-2010,78,57,61,50,63,64,77,60,62,71,65,84,791
3737,1981-2010,92,76,84,57,72,89,93,69,80,82,85,102,981
3739,1981-2010,64,51,60,46,73,82,85,76,67,63,60,73,801
3740,1981-2010,45,40,49,43,71,72,89,94,52,45,55,53,709
3741,1981-2010,81,69,74,63,77,75,83,78,68,64,80,90,902
3743,1981-2010,54,50,53,48,56,58,64,49,55,54,53,60,653
3745,1981-2010,86,74,85,61,85,92,106,109,84,74,95,97,1048
3746,1981-2010,75,72,98,84,118,144,153,134,109,80,87,94,1248
3750,1981-2010,48,49,58,72,99,119,111,102,82,63,64,63,928
3761,1981-2010,62,57,73,57,83,75,82,68,63,78,64,78,841
3762,1981-2010,80,57,71,52,63,69,74,73,76,67,71,81,836
3764,1981-2010,43,39,48,45,61,74,82,76,58,45,54,52,678
3765,1981-2010,65,51,58,49,58,67,75,58,62,62,65,74,742
3767,1981-2010,92,76,84,55,64,81,89,95,90,85,94,105,1011
3770,1981-2010,47,37,40,36,55,73,60,64,53,45,49,50,609
3773,1981-2010,85,59,64,42,60,81,86,69,87,96,79,82,889
3774,1981-2010,75,54,64,47,61,70,71,76,68,63,69,75,793
3780,1981-2010,41,35,43,35,54,51,65,64,41,34,46,45,554
3784,1981-2010,50,49,54,47,71,71,69,56,57,61,55,61,702
3792,1981-2010,58,43,47,36,59,69,69,77,66,58,58,57,695
3793,1981-2010,67,52,59,46,55,74,79,78,61,65,63,71,770
3795,1981-2010,74,62,68,47,64,73,79,73,72,68,71,77,829
3798,1981-2010,123,94,107,78,84,91,96,91,105,93,114,122,1198
3799,1981-2010,103,97,114,111,139,175,170,153,143,109,123,127,1562
3802,1981-2010,133,119,138,119,138,138,125,106,122,137,138,171,1585
3803,1981-2010,35,35,43,39,54,54,59,48,49,52,44,45,556
3804,1981-2010,48,38,48,39,57,54,65,59,53,39,52,53,604
3810,1981-2010,57,50,61,51,77,91,104,91,70,62,62,72,849
3811,1981-2010,42,33,44,38,52,50,70,67,47,36,51,49,578
3812,1981-2010,37,30,41,36,57,61,58,57,45,35,43,46,543
3813,1981-2010,73,51,57,37,51,71,80,70,66,78,71,66,771
3817,1981-2010,84,58,64,41,59,66,76,79,70,66,74,79,817
3820,1981-2010,86,60,68,47,55,71,74,83,67,71,70,81,832
3822,1981-2010,33,35,43,46,57,61,77,64,48,34,46,45,589
3824,1981-2010,38,33,41,36,57,55,65,55,50,35,44,47,556
3827,1981-2010,76,53,64,45,54,78,83,68,69,69,65,77,801
3829,1981-2010,87,61,77,56,72,91,92,83,79,70,83,93,942
3831,1981-2010,104,73,91,69,75,102,100,97,95,84,101,115,1107
3835,1981-2010,72,70,83,82,119,136,150,132,107,73,84,85,1192
3839,1981-2010,54,42,56,46,58,66,70,63,58,55,52,60,680
3847,1981-2010,73,51,64,39,57,86,84,80,81,84,80,74,852
3848,1981-2010,67,50,63,42,58,71,85,80,60,65,65,67,772
3849,1981-2010,53,52,71,75,112,132,139,121,94,76,75,77,1077
3853,1981-2010,69,47,61,41,52,75,84,72,70,70,70,65,775
3854,1981-2010,108,82,95,70,88,103,96,89,98,94,101,113,1137
3867,1981-2010,71,50,64,45,59,82,82,67,78,69,72,70,808
3870,1981-2010,53,46,49,37,52,62,65,62,48,42,51,56,622
3871,1981-2010,38,32,38,29,49,55,53,54,46,35,39,43,509
3874,1981-2010,59,45,50,38,48,60,74,56,49,48,50,58,634
3875,1981-2010,69,61,67,49,74,82,95,81,65,61,67,78,848
3877,1981-2010,41,33,39,33,53,57,57,54,46,34,41,42,529
3878,1981-2010,71,60,75,50,73,86,101,96,67,61,63,79,882
3881,1981-2010,43,34,41,34,55,64,63,58,51,35,41,45,563
3882,1981-2010,42,40,48,47,63,61,75,65,48,41,51,48,630
3884,1981-2010,45,42,51,45,66,71,79,71,55,42,57,52,677
3886,1981-2010,82,66,73,55,71,79,88,73,71,73,74,94,900
3891,1981-2010,33,30,42,39,47,57,66,51,48,30,44,44,532
3894,1981-2010,83,68,75,61,80,79,82,73,76,88,77,89,931
3895,1981-2010,64,42,50,32,40,66,75,70,84,96,78,72,767
3899,1981-2010,36,30,37,31,47,61,61,49,44,33,35,37,501
3901,1981-2010,53,48,57,45,58,77,82,69,55,53,55,61,712
3906,1981-2010,51,38,48,36,48,62,63,58,49,49,49,54,605
3907,1981-2010,105,85,93,54,82,99,112,96,76,74,82,110,1067
