Stations_id,Bezugszeitraum,Jan.,Feb.,März,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr
1888,1981-2010,47,36,42,36,56,68,57,57,51,46,47,52,594
1894,1981-2010,52,37,41,35,50,67,60,56,55,42,46,52,593
1899,1981-2010,72,65,76,55,84,71,83,62,64,77,67,86,861
1900,1981-2010,53,49,62,56,84,96,111,95,72,61,64,70,872
1901,1981-2010,47,43,54,45,69,74,81,66,57,60,54,58,707
1905,1981-2010,68,52,61,49,70,95,95,77,72,71,65,75,850
1909,1981-2010,67,62,81,64,100,118,134,118,89,64,78,82,1055
1910,1981-2010,56,55,74,72,120,127,144,134,93,72,75,76,1098
1913,1981-2010,30,25,36,32,53,61,58,53,45,34,38,39,503
1915,1981-2010,52,43,51,41,55,64,84,76,52,41,53,58,671
1920,1981-2010,91,69,78,57,76,81,80,79,78,78,79,88,933
1926,1981-2010,61,46,55,42,55,64,74,65,54,51,55,62,684
1927,1981-2010,79,63,79,59,69,76,78,81,76,71,79,88,897
1933,1981-2010,145,118,136,76,94,117,130,115,97,98,110,144,1380
1937,1981-2010,44,45,50,60,92,81,88,73,60,66,54,60,771
1945,1981-2010,33,29,37,35,58,53,59,56,44,33,41,43,519
1948,1981-2010,45,40,49,41,59,61,81,79,54,39,50,55,653
1949,1981-2010,37,31,41,39,56,59,58,58,47,35,43,44,548
1950,1981-2010,68,68,98,95,139,183,202,187,122,85,87,83,1416
1953,1981-2010,51,44,54,54,85,100,117,90,75,62,60,62,853
1954,1981-2010,28,26,37,36,53,57,69,53,47,28,41,39,515
1962,1981-2010,104,74,77,57,68,76,64,62,71,78,86,99,916
1964,1981-2010,80,64,73,59,70,68,70,58,80,77,71,93,861
1965,1981-2010,78,60,72,49,67,76,76,72,78,72,73,82,854
1970,1981-2010,73,53,65,48,54,78,76,78,71,67,69,77,808
1975,1981-2010,68,50,68,43,57,79,77,79,67,67,70,69,793
1981,1981-2010,64,47,63,42,57,73,75,79,59,59,61,65,743
1990,1981-2010,77,59,72,51,58,76,75,85,70,69,68,79,838
1993,1981-2010,67,49,59,48,60,66,66,68,58,58,61,73,732
1995,1981-2010,66,57,64,48,64,69,89,74,73,64,66,73,806
1996,1981-2010,72,55,70,54,67,76,77,73,73,68,68,77,829
1997,1981-2010,59,47,52,41,58,59,71,58,55,57,57,69,683
1999,1981-2010,67,55,65,45,69,70,73,74,71,70,75,75,808
2004,1981-2010,84,62,68,50,65,93,99,88,97,102,86,91,984
2011,1981-2010,56,41,55,41,56,63,62,73,56,53,56,60,672
2014,1981-2010,56,41,55,40,56,59,61,69,57,53,55,60,661
2015,1981-2010,53,40,51,45,51,64,65,63,55,50,50,57,643
2021,1981-2010,74,53,64,48,59,72,78,68,64,59,60,71,769
2024,1981-2010,47,37,44,35,47,59,60,46,48,38,44,49,555
2026,1981-2010,83,59,72,46,65,79,92,82,75,73,75,83,883
2027,1981-2010,69,51,63,46,60,65,68,71,70,62,69,70,763
2028,1981-2010,78,59,67,46,55,84,81,75,71,74,73,84,847
2032,1981-2010,35,35,45,51,86,75,76,71,70,66,47,52,709
2034,1981-2010,41,39,47,42,59,61,79,70,52,41,56,53,641
2037,1981-2010,69,62,72,59,75,82,101,100,60,56,75,79,889
2039,1981-2010,77,55,77,59,74,73,78,78,73,66,67,81,858
2041,1981-2010,53,46,52,47,59,56,63,51,49,41,51,58,626
2047,1981-2010,47,39,44,35,61,62,62,61,49,39,48,51,598
2049,1981-2010,78,50,69,46,55,76,75,64,75,72,71,77,808
2050,1981-2010,89,77,91,80,119,105,113,87,88,98,94,114,1154
2051,1981-2010,65,59,65,51,67,68,70,61,59,65,66,78,774
2053,1981-2010,92,67,76,55,57,63,64,63,55,64,70,88,812
2064,1981-2010,56,51,61,49,82,77,83,70,64,62,63,66,785
2066,1981-2010,52,45,56,44,68,61,71,60,57,53,57,58,680
2067,1981-2010,110,96,126,116,149,179,195,189,143,111,124,127,1664
2068,1981-2010,31,27,37,36,57,54,63,60,47,32,40,39,521
2073,1981-2010,72,57,65,48,64,60,63,62,60,52,63,75,739
2074,1981-2010,45,42,56,64,104,96,101,80,66,68,56,61,839
2079,1981-2010,48,45,57,48,72,78,87,68,58,56,56,59,731
2080,1981-2010,47,49,57,50,77,68,77,62,58,64,63,63,736
2084,1981-2010,38,30,41,38,46,50,66,47,44,32,42,45,518
2087,1981-2010,53,47,57,46,83,80,86,76,61,62,56,64,770
2099,1981-2010,98,76,87,63,76,87,87,88,85,89,95,104,1034
2101,1981-2010,89,66,74,58,68,87,92,57,80,77,75,94,916
2103,1981-2010,54,52,60,48,68,66,84,64,54,60,58,63,730
2104,1981-2010,76,66,69,60,69,70,69,68,60,55,63,74,798
2105,1981-2010,74,70,69,58,60,65,61,58,59,60,61,74,770
2108,1981-2010,54,50,59,57,72,86,101,90,66,49,66,62,812
2109,1981-2010,99,89,98,71,91,85,97,76,86,100,102,115,1109
2110,1981-2010,60,52,56,43,59,74,69,60,64,58,61,65,722
2113,1981-2010,48,41,57,48,87,106,116,101,76,59,56,59,852
2115,1981-2010,58,43,50,34,42,54,64,80,87,87,79,68,744
2117,1981-2010,141,115,117,79,83,89,91,87,104,109,116,141,1273
2118,1981-2010,54,43,47,43,60,62,69,59,54,50,54,63,656
2120,1981-2010,48,41,49,43,52,67,58,57,47,43,48,56,608
2123,1981-2010,56,53,65,49,69,87,92,83,60,63,64,68,808
2126,1981-2010,79,58,71,55,67,78,79,67,71,65,77,87,854
2132,1981-2010,102,83,99,63,90,98,114,101,89,76,88,113,1116
2134,1981-2010,64,57,64,57,73,90,78,72,77,66,67,72,837
2135,1981-2010,77,64,75,60,76,89,86,82,83,74,78,82,926
2136,1981-2010,76,54,61,45,55,84,81,81,90,101,79,84,890
2137,1981-2010,82,62,70,50,62,84,84,75,75,80,76,87,887
2147,1981-2010,88,65,73,55,70,81,78,73,80,72,72,88,894
2149,1981-2010,36,28,38,35,47,56,52,50,43,35,40,43,503
2152,1981-2010,65,50,63,54,73,65,77,67,66,60,71,77,787
2155,1981-2010,113,86,95,68,78,77,83,75,87,110,101,119,1093
2167,1981-2010,68,61,61,48,63,56,58,55,59,68,64,75,735
2168,1981-2010,71,62,71,58,73,89,95,68,67,72,69,81,875
2170,1981-2010,107,81,90,69,75,77,78,78,85,95,91,108,1034
2171,1981-2010,56,44,56,48,69,61,77,57,55,55,60,60,698
2172,1981-2010,78,52,68,47,54,74,80,64,78,72,68,81,816
2173,1981-2010,93,72,80,57,77,83,83,78,84,78,79,93,956
2175,1981-2010,114,78,102,68,78,103,109,98,101,86,108,117,1162
2177,1981-2010,45,36,45,39,52,50,65,64,48,34,49,52,579
2178,1981-2010,54,50,58,46,62,68,84,59,53,61,55,64,714
2179,1981-2010,76,63,70,58,69,83,70,65,66,70,67,79,836
2191,1981-2010,55,50,61,59,90,97,108,100,76,62,63,67,888
2192,1981-2010,33,29,40,38,56,57,62,51,50,33,43,43,535
2194,1981-2010,78,68,84,63,106,96,109,94,77,81,80,92,1029
2195,1981-2010,34,34,41,40,58,62,72,62,50,36,49,43,579
2199,1981-2010,71,58,66,53,77,80,80,67,76,55,71,80,834
2200,1981-2010,75,55,64,49,60,70,74,68,71,66,64,78,793
2203,1981-2010,78,59,70,62,71,91,76,74,78,78,75,85,897
2206,1981-2010,66,49,59,49,70,70,73,63,62,58,58,68,744
2211,1981-2010,96,79,94,65,76,83,85,79,85,84,94,107,1028
2213,1981-2010,88,69,73,55,70,64,64,63,66,74,71,86,842
2215,1981-2010,54,48,59,50,73,79,96,75,67,63,64,66,794
2218,1981-2010,120,101,144,125,177,241,254,232,183,126,133,140,1973
2222,1981-2010,136,127,176,129,183,244,254,218,183,129,153,165,2096
2230,1981-2010,53,44,54,49,58,75,85,57,66,59,57,61,718
2231,1981-2010,61,48,55,41,62,82,84,69,61,63,60,68,754
2233,1981-2010,56,50,57,47,62,75,85,80,59,50,61,65,747
2234,1981-2010,43,34,43,42,55,51,64,64,42,38,48,50,574
2235,1981-2010,106,94,106,65,85,78,91,69,82,96,92,115,1079
2236,1981-2010,82,79,81,58,82,77,90,60,71,94,89,105,967
2237,1981-2010,64,47,51,38,51,66,78,63,50,50,52,58,668
2239,1981-2010,34,33,41,38,57,53,62,52,48,51,45,46,559
2248,1981-2010,57,48,58,54,62,67,84,78,55,44,61,66,732
2249,1981-2010,81,74,80,60,80,77,67,69,72,97,84,102,942
2250,1981-2010,69,54,62,50,80,96,103,99,74,65,64,77,892
2254,1981-2010,74,53,63,42,58,68,72,81,69,69,72,76,796
2255,1981-2010,77,72,76,60,79,79,86,78,75,79,83,91,936
2258,1981-2010,78,59,69,49,66,68,73,79,73,62,71,80,827
2260,1981-2010,59,48,52,45,59,72,87,74,57,54,56,63,725
2261,1981-2010,62,50,56,46,62,73,86,79,61,57,61,67,759
2262,1981-2010,62,54,65,54,75,77,89,72,74,66,71,72,830
2266,1981-2010,58,53,60,51,64,68,76,58,61,72,63,69,753
2268,1981-2010,56,45,50,48,59,70,76,54,60,57,57,64,695
2271,1981-2010,48,41,44,34,50,62,55,57,49,37,43,55,575
2272,1981-2010,56,45,50,40,53,66,66,69,60,52,56,54,665
2273,1981-2010,76,56,66,53,68,66,70,63,62,69,66,78,791
2274,1981-2010,47,37,45,38,55,67,83,72,54,47,52,53,650
2276,1981-2010,40,35,39,37,56,53,65,61,44,35,47,51,562
2277,1981-2010,63,58,74,73,106,127,144,124,94,70,76,80,1087
2278,1981-2010,48,38,46,38,54,50,74,72,49,36,51,53,610
2284,1981-2010,43,35,39,33,50,51,61,57,47,42,43,45,544
2290,1981-2010,53,52,72,78,123,152,163,157,109,76,72,68,1175
2292,1981-2010,61,60,70,69,103,94,99,91,68,69,68,78,929
2293,1981-2010,61,55,59,46,65,66,65,57,61,63,61,68,726
2294,1981-2010,52,45,59,48,77,82,96,84,66,57,57,64,786
2299,1981-2010,41,37,44,34,50,55,57,55,45,37,42,51,549
2303,1981-2010,68,50,58,44,51,76,82,79,77,85,70,74,812
2305,1981-2010,70,51,57,45,55,68,74,67,57,58,58,69,728
2306,1981-2010,64,46,52,38,54,65,69,73,62,61,61,61,707
2309,1981-2010,37,30,36,35,53,49,60,57,42,32,39,44,514
2311,1981-2010,57,40,46,45,62,59,71,51,54,52,52,63,653
2312,1981-2010,59,47,51,43,53,67,79,63,57,54,54,62,689
2314,1981-2010,42,36,42,38,49,52,58,60,42,32,44,51,546
2316,1981-2010,74,52,59,38,52,71,79,74,75,80,71,66,789
2317,1981-2010,69,72,73,58,80,87,106,113,78,62,82,80,960
2319,1981-2010,81,86,107,94,134,157,166,163,117,82,100,103,1390
2322,1981-2010,58,50,55,46,63,65,67,55,55,59,54,64,692
2324,1981-2010,109,81,98,70,84,92,97,91,97,87,99,112,1119
2329,1981-2010,80,73,74,50,70,66,69,51,71,84,77,91,855
2331,1981-2010,76,67,68,57,72,68,69,61,69,87,77,97,867
2340,1981-2010,78,66,72,69,92,74,93,72,64,81,69,87,915
2341,1981-2010,82,80,89,101,132,116,126,100,108,109,100,105,1247
2346,1981-2010,137,101,113,78,83,93,106,103,111,104,121,142,1290
2354,1981-2010,48,42,50,45,56,64,67,79,47,40,49,53,639
2355,1981-2010,75,54,65,43,57,79,72,75,71,70,68,73,803
2356,1981-2010,71,53,60,39,55,79,75,73,71,67,65,71,778
2358,1981-2010,153,114,131,75,88,98,101,100,116,126,136,158,1395
2361,1981-2010,76,54,65,50,58,70,70,67,64,62,64,80,778
2366,1981-2010,65,52,64,52,64,70,71,58,59,56,64,76,750
2370,1981-2010,35,33,45,46,65,67,75,64,52,39,48,44,613
2372,1981-2010,71,63,74,68,82,96,106,117,85,70,84,86,1002
2376,1981-2010,91,70,74,54,80,85,106,94,74,72,77,92,967
2380,1981-2010,99,71,80,51,65,77,80,79,81,81,88,101,953
2381,1981-2010,43,37,47,51,86,88,97,84,76,62,53,55,777
2386,1981-2010,59,54,59,50,64,70,75,58,64,66,61,65,744
2387,1981-2010,47,49,60,74,108,113,130,120,77,57,63,62,959
2391,1981-2010,51,49,56,69,99,108,111,95,93,72,66,69,938
2403,1981-2010,163,139,163,131,151,207,201,179,166,138,148,171,1955
2404,1981-2010,181,156,189,158,182,232,235,204,188,155,176,194,2250
2405,1981-2010,138,120,158,121,162,200,206,188,155,126,139,168,1879
2407,1981-2010,36,33,40,38,47,59,65,40,49,50,46,47,551
2408,1981-2010,79,75,94,95,123,156,169,155,119,87,95,95,1341
2409,1981-2010,48,40,48,44,73,78,84,75,61,55,51,56,712
2412,1981-2010,121,120,153,105,150,205,218,213,167,112,130,143,1836
2416,1981-2010,60,54,72,65,103,111,123,121,86,66,71,75,1005
2426,1981-2010,38,37,49,50,65,63,77,66,47,40,53,46,630
2430,1981-2010,69,52,61,43,59,82,90,74,77,80,73,79,839
2431,1981-2010,50,39,45,44,59,65,76,60,56,51,53,59,655
2432,1981-2010,52,40,49,40,53,60,56,60,47,43,49,58,607
2438,1981-2010,42,33,42,32,52,64,60,52,46,37,43,42,544
2439,1981-2010,71,66,75,54,86,84,84,74,62,74,70,84,881
2444,1981-2010,37,33,47,46,63,58,74,66,49,38,54,47,612
2449,1981-2010,45,35,48,41,54,65,63,56,48,44,48,53,600
2452,1981-2010,88,55,70,46,59,71,83,66,65,67,72,78,820
2453,1981-2010,57,53,75,56,98,115,126,111,85,62,72,77,987
2455,1981-2010,80,55,65,42,58,77,92,76,79,91,77,79,872
2457,1981-2010,40,37,46,42,61,71,82,73,54,40,50,48,643
2458,1981-2010,71,63,73,61,78,92,107,94,77,57,78,84,934
2459,1981-2010,48,37,44,32,55,70,57,59,53,43,48,52,598
2460,1981-2010,68,58,64,62,74,71,80,71,70,74,74,77,843
2462,1981-2010,82,56,66,39,58,76,90,84,91,104,88,82,914
2463,1981-2010,71,61,69,49,69,78,85,91,63,57,71,80,844
2465,1981-2010,66,45,59,41,56,69,78,76,61,63,60,63,734
2468,1981-2010,45,40,50,47,58,66,88,80,57,44,58,53,683
2473,1981-2010,60,54,59,47,64,77,68,68,65,62,59,64,745
2474,1981-2010,57,51,54,47,68,77,67,59,62,61,55,59,718
2476,1981-2010,64,49,55,39,48,69,77,75,96,89,82,75,818
2477,1981-2010,105,90,101,107,132,123,122,113,111,117,106,125,1352
2480,1981-2010,52,51,52,48,71,68,70,61,58,59,59,62,712
2481,1981-2010,29,29,41,42,64,62,73,65,49,34,48,42,578
2483,1981-2010,151,110,127,85,93,104,114,105,128,119,135,148,1417
2497,1981-2010,85,75,76,64,67,68,68,61,69,70,71,83,857
2498,1981-2010,95,70,82,63,67,84,84,84,82,80,82,96,968
2499,1981-2010,58,50,53,43,62,76,89,66,55,54,56,63,725
2502,1981-2010,70,58,69,52,70,77,79,67,75,61,73,80,831
2504,1981-2010,74,57,74,62,69,81,79,67,68,61,73,81,845
2505,1981-2010,71,56,65,50,63,72,77,69,69,65,66,71,794
2507,1981-2010,45,35,40,31,39,59,60,51,44,36,40,46,525
2511,1981-2010,58,53,57,50,67,68,71,40,57,66,61,71,718
2513,1981-2010,63,58,66,83,103,94,93,94,90,93,75,82,993
2514,1981-2010,75,51,60,40,54,66,80,63,71,85,66,72,782
2518,1981-2010,54,40,47,38,59,67,63,68,56,48,52,54,644
2522,1981-2010,60,56,58,53,77,79,75,55,60,74,63,73,783
2526,1981-2010,57,49,51,40,58,57,64,54,54,53,55,64,655
2529,1981-2010,52,45,50,39,53,69,64,61,50,46,51,57,636
2530,1981-2010,49,47,55,49,73,70,94,93,54,46,60,60,749
2531,1981-2010,54,39,51,37,49,61,68,62,47,48,49,56,620
2532,1981-2010,59,45,60,42,68,74,69,61,67,54,63,69,729
2538,1981-2010,80,66,73,48,75,80,93,79,68,72,72,85,892
2541,1981-2010,111,88,95,67,76,74,97,73,85,85,96,121,1067
2542,1981-2010,71,67,81,80,113,133,142,129,93,73,83,90,1154
2543,1981-2010,54,53,66,74,110,113,126,109,91,68,70,70,1004
2545,1981-2010,75,61,72,58,67,79,86,62,79,81,78,86,883
2550,1981-2010,62,54,61,47,65,86,91,81,60,62,64,71,805
2556,1981-2010,79,60,70,46,72,78,86,73,72,67,74,85,861
2557,1981-2010,49,41,50,39,62,66,92,83,54,41,53,57,687
2559,1981-2010,84,78,96,84,114,147,145,140,108,84,89,95,1261
2560,1981-2010,68,51,61,49,67,77,66,67,69,68,64,72,779
2562,1981-2010,58,48,60,48,61,63,71,58,58,48,61,68,703
2566,1981-2010,157,116,130,80,88,107,111,100,119,125,133,155,1421
2575,1981-2010,69,65,77,51,81,75,82,73,58,71,67,79,848
2577,1981-2010,60,42,54,40,57,68,65,74,57,63,57,62,698
2578,1981-2010,47,36,41,35,52,64,69,71,55,49,48,50,614
2581,1981-2010,96,76,78,62,73,91,96,72,87,85,90,105,1010
2582,1981-2010,78,62,69,47,69,77,84,67,73,71,71,86,853
2584,1981-2010,71,50,66,42,62,80,79,68,70,65,64,71,787
2589,1981-2010,139,100,115,78,86,88,94,87,100,116,113,140,1257
2590,1981-2010,137,101,114,83,86,93,98,92,106,113,112,140,1275
2593,1981-2010,64,55,78,64,103,125,133,123,90,72,68,77,1050
2595,1981-2010,55,48,50,43,59,54,58,57,52,58,52,61,648
2596,1981-2010,62,47,56,47,73,66,73,64,62,58,58,62,728
2597,1981-2010,64,50,55,44,63,61,71,56,56,59,61,73,714
2598,1981-2010,86,81,98,92,123,144,149,130,114,92,100,112,1318
2600,1981-2010,42,39,47,40,58,62,67,54,51,47,48,53,607
2602,1981-2010,74,57,58,39,47,72,75,76,90,104,85,83,859
2604,1981-2010,46,40,45,41,57,55,79,71,43,34,47,51,609
2605,1981-2010,80,55,63,45,56,81,90,69,82,92,76,81,871
2606,1981-2010,75,56,66,45,59,86,78,70,77,74,72,79,836
2608,1981-2010,51,45,49,43,53,67,79,72,51,39,51,57,657
2611,1981-2010,41,35,44,37,48,60,58,58,43,39,43,52,559
2617,1981-2010,53,39,48,42,52,66,65,63,61,57,50,60,657
2618,1981-2010,106,93,112,82,98,95,105,93,107,92,111,126,1220
2621,1981-2010,47,43,42,33,58,59,60,58,48,40,47,53,588
2622,1981-2010,51,40,52,43,64,60,80,81,50,43,58,58,679
2624,1981-2010,78,54,59,44,50,70,76,70,71,81,64,71,787
2625,1981-2010,48,37,43,30,49,59,59,61,48,39,43,47,561
2629,1981-2010,71,60,67,43,67,72,77,66,73,73,72,76,816
2630,1981-2010,67,52,60,39,67,65,75,66,67,67,68,70,763
2636,1981-2010,72,59,68,58,72,76,73,61,71,61,73,81,825
2637,1981-2010,47,38,46,34,52,63,59,56,49,44,46,49,581
2639,1981-2010,42,34,40,30,55,58,59,61,52,37,42,46,553
2644,1981-2010,55,44,48,41,51,56,66,59,52,42,52,55,620
2651,1981-2010,40,39,49,50,76,72,81,70,64,43,60,54,697
2653,1981-2010,56,45,50,49,62,70,83,48,61,57,57,61,698
2657,1981-2010,50,43,50,52,63,75,69,64,63,53,52,52,686
2660,1981-2010,91,90,131,121,150,209,218,208,126,101,122,119,1687
2662,1981-2010,49,39,44,37,47,57,63,58,49,42,45,53,581
2663,1981-2010,79,52,67,41,58,89,94,78,86,80,82,80,886
2667,1981-2010,62,54,65,54,72,91,86,75,75,67,67,71,839
2671,1981-2010,55,55,66,58,83,72,86,66,59,74,66,77,819
2673,1981-2010,38,28,37,32,57,55,51,56,46,35,40,43,517
2674,1981-2010,71,64,84,95,129,153,171,169,116,84,93,88,1316
2676,1981-2010,89,71,79,57,74,78,95,61,80,76,81,94,935
2678,1981-2010,54,45,55,51,64,72,87,87,55,44,58,63,736
2680,1981-2010,46,36,42,43,59,56,70,59,51,49,49,57,616
2682,1981-2010,93,69,79,55,57,61,71,68,61,69,75,94,851
2683,1981-2010,88,65,77,57,56,60,69,63,59,64,70,91,820
2686,1981-2010,62,50,60,48,51,69,67,59,53,53,55,68,693
2689,1981-2010,73,53,65,45,59,75,87,79,64,65,67,71,802
2694,1981-2010,65,56,65,57,69,69,77,64,58,57,68,71,776
2696,1981-2010,48,39,48,38,57,62,74,71,48,38,51,54,627
2697,1981-2010,63,57,66,61,74,87,78,75,77,67,67,70,840
2700,1981-2010,47,42,50,43,70,79,86,77,58,55,56,59,723
2701,1981-2010,36,34,45,45,56,57,72,61,42,36,46,47,579
2702,1981-2010,37,35,43,41,57,60,76,66,52,39,53,50,609
2704,1981-2010,36,29,39,34,54,54,65,54,48,32,42,45,533
2705,1981-2010,31,30,38,39,47,57,70,57,43,30,43,42,526
2706,1981-2010,69,54,61,48,74,92,95,100,74,64,64,76,868
2709,1981-2010,41,36,41,41,54,64,65,45,50,49,47,51,584
2711,1981-2010,45,41,44,40,56,59,74,69,44,36,48,52,609
2712,1981-2010,44,45,55,62,89,98,97,89,77,63,60,66,845
2718,1981-2010,80,62,71,52,71,72,72,64,72,68,80,84,848
2720,1981-2010,38,31,41,35,49,47,70,68,45,34,44,44,546
2724,1981-2010,59,55,76,74,114,126,134,116,85,70,73,76,1057
2725,1981-2010,56,45,50,37,59,70,63,58,56,47,53,58,652
2728,1981-2010,50,39,46,33,57,62,58,54,48,41,46,51,585
2729,1981-2010,43,43,49,60,87,98,94,76,71,62,53,59,794
2730,1981-2010,46,39,43,43,58,60,69,62,46,36,47,54,601
2731,1981-2010,71,53,65,53,72,76,69,67,71,69,66,74,806
2732,1981-2010,72,52,64,48,67,75,75,70,71,61,67,74,797
2733,1981-2010,48,39,44,33,56,64,56,59,50,40,45,50,584
2734,1981-2010,69,48,59,40,53,76,89,88,88,98,78,75,860
2736,1981-2010,64,58,72,50,79,81,91,68,60,72,66,76,836
2740,1981-2010,130,132,170,144,173,234,249,236,160,116,146,149,2037
2744,1981-2010,137,100,109,68,79,87,87,81,94,103,117,136,1197
2750,1981-2010,72,58,64,52,68,77,87,71,67,65,71,84,836
2754,1981-2010,69,64,76,81,115,126,142,117,98,80,80,90,1137
2755,1981-2010,43,35,46,38,57,57,74,68,47,41,51,51,606
2756,1981-2010,51,42,47,38,50,54,60,59,44,37,48,58,587
2759,1981-2010,64,59,93,84,131,174,189,172,116,78,83,77,1319
2763,1981-2010,72,59,68,42,55,79,83,79,94,86,84,79,877
2764,1981-2010,71,53,58,43,59,87,89,83,91,97,77,81,889
2765,1981-2010,41,31,38,30,51,64,58,56,47,38,42,43,540
2767,1981-2010,48,37,42,35,51,70,61,69,57,50,51,52,621
2768,1981-2010,68,54,59,49,63,72,79,55,64,57,68,73,761
2778,1981-2010,37,35,34,35,52,56,67,61,46,32,39,44,539
2779,1981-2010,50,38,47,36,52,71,55,60,49,47,48,51,603
2781,1981-2010,62,52,59,50,67,74,88,63,65,61,64,69,773
2782,1981-2010,75,57,63,53,66,83,88,67,73,62,69,79,833
2785,1981-2010,51,40,47,38,47,55,66,60,48,43,46,54,593
2786,1981-2010,87,64,73,54,69,83,101,76,82,72,79,93,931
2787,1981-2010,69,64,80,57,87,79,80,72,65,81,70,85,887
2791,1981-2010,68,49,61,43,60,76,83,70,77,70,69,75,800
2792,1981-2010,52,46,59,56,92,99,112,96,77,60,60,64,872
2795,1981-2010,48,37,42,36,54,70,59,59,54,45,50,54,607
2797,1981-2010,81,56,67,46,60,78,81,68,74,77,69,82,839
2802,1981-2010,124,98,99,66,74,76,94,85,92,95,104,129,1135
2803,1981-2010,143,102,118,77,83,88,98,83,103,117,116,148,1275
2804,1981-2010,52,40,52,42,53,61,68,63,54,49,51,56,640
2805,1981-2010,73,54,61,45,53,67,75,65,63,62,61,73,751
2806,1981-2010,72,51,62,46,60,71,70,70,74,69,68,76,789
2809,1981-2010,88,64,73,57,62,75,80,74,74,75,75,92,889
2810,1981-2010,111,80,93,61,75,84,84,88,90,89,96,109,1059
2812,1981-2010,44,45,58,67,101,77,85,89,66,79,59,65,835
2814,1981-2010,82,78,89,74,99,102,99,89,78,77,81,96,1042
2819,1981-2010,41,44,53,46,70,71,73,59,58,59,55,53,682
2820,1981-2010,65,63,88,72,111,137,149,137,100,75,76,87,1159
2822,1981-2010,75,58,70,44,62,84,88,81,84,80,83,79,886
2827,1981-2010,45,32,38,34,51,61,66,57,56,52,47,46,583
2834,1981-2010,78,57,65,51,63,70,74,69,65,68,69,82,811
2835,1981-2010,60,45,52,48,73,75,78,68,66,57,63,66,749
2838,1981-2010,90,67,90,68,73,85,86,86,87,76,89,95,993
2839,1981-2010,77,56,73,53,68,77,77,82,76,68,74,79,859
2841,1981-2010,120,89,109,76,87,103,105,107,104,92,111,122,1226
2844,1981-2010,67,50,62,40,52,88,88,76,87,81,80,72,844
2845,1981-2010,57,52,63,54,80,89,90,72,69,67,61,68,820
2846,1981-2010,50,54,72,77,108,132,119,121,105,71,73,74,1056
2847,1981-2010,49,46,58,53,78,88,108,85,70,57,57,62,811
2850,1981-2010,50,46,53,56,92,98,91,77,63,63,55,64,805
2851,1981-2010,59,42,47,31,40,59,62,67,81,90,69,66,713
2852,1981-2010,60,47,60,45,71,76,78,68,65,56,64,68,756
2855,1981-2010,63,47,56,44,54,70,74,75,60,58,58,63,722
2859,1981-2010,40,32,45,41,55,61,58,53,43,35,39,46,548
2860,1981-2010,52,46,55,42,66,69,83,58,53,56,56,61,696
2863,1981-2010,44,40,42,32,53,57,60,58,45,38,47,53,567
2867,1981-2010,56,49,58,45,73,79,90,76,59,57,61,66,768
2872,1981-2010,70,47,62,47,59,83,73,64,77,71,64,70,787
2875,1981-2010,34,33,41,38,55,54,70,57,47,31,44,44,545
2878,1981-2010,24,26,34,34,50,54,64,49,41,26,37,35,473
2880,1981-2010,65,57,66,51,68,68,78,54,54,67,59,73,758
2881,1981-2010,62,47,54,47,56,71,71,62,63,56,57,64,710
2882,1981-2010,67,63,69,56,76,81,97,108,59,53,72,77,877
2884,1981-2010,69,61,68,53,69,81,87,65,69,70,68,79,838
2885,1981-2010,65,60,90,77,106,149,150,138,98,75,75,85,1166
2887,1981-2010,58,45,53,47,66,63,74,89,54,43,62,65,719
2891,1981-2010,125,81,105,70,67,99,97,87,100,97,115,133,1177
2893,1981-2010,62,49,53,47,60,55,61,56,57,70,61,69,698
2894,1981-2010,91,81,92,64,81,88,100,79,79,83,88,106,1030
2895,1981-2010,92,76,81,57,79,96,104,85,81,86,84,102,1024
2898,1981-2010,77,56,72,56,80,72,80,64,76,72,69,79,854
2899,1981-2010,92,65,72,59,70,79,85,67,72,75,82,99,915
2900,1981-2010,60,68,81,56,87,78,86,77,75,72,78,78,896
2902,1981-2010,37,32,33,31,55,53,67,63,44,31,41,44,529
2908,1981-2010,62,47,55,39,58,78,76,69,76,69,69,67,766
2909,1981-2010,49,40,45,38,55,68,73,60,56,50,47,55,634
2910,1981-2010,90,82,89,90,117,139,151,122,110,90,93,107,1279
2911,1981-2010,83,60,72,52,67,75,74,69,79,76,76,89,872
2913,1981-2010,33,34,43,45,63,61,71,61,48,37,50,44,590
2916,1981-2010,42,39,42,31,51,57,55,63,45,38,44,49,555
2918,1981-2010,57,44,53,44,50,62,73,58,55,51,53,62,661
2919,1981-2010,65,47,56,44,55,66,70,68,60,52,57,68,705
2921,1981-2010,99,82,92,66,90,81,78,71,77,104,93,110,1042
2924,1981-2010,68,57,68,54,71,83,92,68,72,69,68,78,847
2925,1981-2010,58,46,62,49,68,67,72,64,63,50,62,67,727
2928,1981-2010,42,36,48,46,54,59,77,68,53,38,54,51,627
2932,1981-2010,32,26,39,40,47,55,69,63,50,31,43,40,534
2933,1981-2010,64,51,58,51,61,69,68,57,61,70,60,66,734
2934,1981-2010,77,68,74,60,82,76,69,64,75,92,77,92,907
2935,1981-2010,69,48,56,45,52,70,65,70,63,65,59,70,732
2936,1981-2010,84,62,73,53,65,76,81,85,75,72,75,83,884
